"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022"				
Ranking by Gender & Year	First Name	Frequency	Gender	Year
891	Zoha	4	Girl	2022
1121	Aarushi	3	Girl	2022
1121	Aavya	3	Girl	2022
1121	Abigael 	3	Girl	2022
1121	Adhya 	3	Girl	2022
1121	Aima	3	Girl	2022
1121	Aira	3	Girl	2022
1121	Aizel 	3	Girl	2022
1121	Alaa	3	Girl	2022
1121	Alara 	3	Girl	2022
1121	Aleen 	3	Girl	2022
1121	Alix 	3	Girl	2022
1121	Alya	3	Girl	2022
1121	Alyna 	3	Girl	2022
1121	Amaris	3	Girl	2022
1121	Amélia 	3	Girl	2022
1121	Amiah 	3	Girl	2022
1121	Amiyah 	3	Girl	2022
1121	Amora 	3	Girl	2022
1121	Amyrah 	3	Girl	2022
1121	Ana 	3	Girl	2022
1121	Anabiya 	3	Girl	2022
1121	Andie 	3	Girl	2022
1121	Aniya 	3	Girl	2022
1121	Annabel 	3	Girl	2022
1121	Anneke 	3	Girl	2022
1121	Anneliese 	3	Girl	2022
1121	Annette 	3	Girl	2022
1121	Anny 	3	Girl	2022
1121	Anoop 	3	Girl	2022
1121	Anvika	3	Girl	2022
1121	Aoife 	3	Girl	2022
1121	Araoluwa 	3	Girl	2022
1121	Ardaas 	3	Girl	2022
1121	Arianne 	3	Girl	2022
1121	Arizona 	3	Girl	2022
1121	Arlie 	3	Girl	2022
1121	Astraea 	3	Girl	2022
1121	Atlas 	3	Girl	2022
1121	Avelina 	3	Girl	2022
1121	Averi 	3	Girl	2022
1121	Avni 	3	Girl	2022
1121	Avyanna 	3	Girl	2022
1121	Ayak 	3	Girl	2022
1121	Ayanna	3	Girl	2022
1121	Ayda 	3	Girl	2022
1121	Ayen 	3	Girl	2022
1121	Aylah	3	Girl	2022
1121	Aylee	3	Girl	2022
1121	Ayva 	3	Girl	2022
1121	Bea 	3	Girl	2022
1121	Beatrice 	3	Girl	2022
1121	Berkley 	3	Girl	2022
1121	Bernadette 	3	Girl	2022
1121	Bernice 	3	Girl	2022
1121	Bethlehem 	3	Girl	2022
1121	Bitania 	3	Girl	2022
1121	Bonnie 	3	Girl	2022
1121	Braya 	3	Girl	2022
1121	Bree 	3	Girl	2022
1121	Brexley 	3	Girl	2022
1121	Breya 	3	Girl	2022
1121	Brianne 	3	Girl	2022
1121	Brie 	3	Girl	2022
1121	Brinlee 	3	Girl	2022
1121	Brynne 	3	Girl	2022
1121	Brynnley 	3	Girl	2022
1121	Cadence 	3	Girl	2022
1121	Calla 	3	Girl	2022
1121	Callahan 	3	Girl	2022
1121	Carina 	3	Girl	2022
1121	Carmen	3	Girl	2022
1121	Cassy 	3	Girl	2022
1121	Cecelia 	3	Girl	2022
1121	Céleste 	3	Girl	2022
1121	Charley 	3	Girl	2022
1121	Charli 	3	Girl	2022
1121	Chelsey 	3	Girl	2022
1121	Chevelle 	3	Girl	2022
1121	Cheyenne 	3	Girl	2022
1121	Christine 	3	Girl	2022
1121	Clio 	3	Girl	2022
1121	Clover 	3	Girl	2022
1121	Connie 	3	Girl	2022
1121	Coraline 	3	Girl	2022
1121	Cordelia 	3	Girl	2022
1121	Damaris 	3	Girl	2022
1121	Dawsyn 	3	Girl	2022
1121	Deanna 	3	Girl	2022
1121	Della 	3	Girl	2022
1121	Demi 	3	Girl	2022
1121	Destiny 	3	Girl	2022
1121	Dilnaaz	3	Girl	2022
1121	Echo	3	Girl	2022
1121	Eknoor	3	Girl	2022
1121	Elayna 	3	Girl	2022
1121	Eleonora 	3	Girl	2022
1121	Eleora 	3	Girl	2022
1121	Elia 	3	Girl	2022
1121	Ellen 	3	Girl	2022
1121	Ellena 	3	Girl	2022
1121	Ellianna 	3	Girl	2022
1121	Elloise 	3	Girl	2022
1121	Ellyanna 	3	Girl	2022
1121	Emaan	3	Girl	2022
1121	Emilie 	3	Girl	2022
1121	Emme 	3	Girl	2022
1121	Emmie 	3	Girl	2022
1121	Emry 	3	Girl	2022
1121	Emryn 	3	Girl	2022
1121	Eniola 	3	Girl	2022
1121	Erika 	3	Girl	2022
1121	Eshaal 	3	Girl	2022
1121	Esra	3	Girl	2022
1121	Evanna 	3	Girl	2022
1121	Evelynne 	3	Girl	2022
1121	Everett 	3	Girl	2022
1121	Evynn 	3	Girl	2022
1121	Farah 	3	Girl	2022
1121	Female 	3	Girl	2022
1121	Fenna 	3	Girl	2022
1121	Frida 	3	Girl	2022
1121	Giana 	3	Girl	2022
1121	Gillian 	3	Girl	2022
1121	Ginny 	3	Girl	2022
1121	Graciela 	3	Girl	2022
1121	Gurneet 	3	Girl	2022
1121	Hadlee 	3	Girl	2022
1121	Hailee 	3	Girl	2022
1121	Haizleigh 	3	Girl	2022
1121	Halimah 	3	Girl	2022
1121	Halston 	3	Girl	2022
1121	Hania	3	Girl	2022
1121	Harleen 	3	Girl	2022
1121	Harsirat 	3	Girl	2022
1121	Haya	3	Girl	2022
1121	Heather 	3	Girl	2022
1121	Hera 	3	Girl	2022
1121	Heran 	3	Girl	2022
1121	Ikhlas	3	Girl	2022
1121	Ileana 	3	Girl	2022
1121	Ilona 	3	Girl	2022
1121	Ilyana 	3	Girl	2022
1121	Iman 	3	Girl	2022
1121	Inaaya 	3	Girl	2022
1121	Indiana 	3	Girl	2022
1121	Ines	3	Girl	2022
1121	Ivie 	3	Girl	2022
1121	Iylah 	3	Girl	2022
1121	Jacey 	3	Girl	2022
1121	Jacqueline 	3	Girl	2022
1121	Jaina 	3	Girl	2022
1121	Janaya 	3	Girl	2022
1121	Jannat 	3	Girl	2022
1121	Jayden 	3	Girl	2022
1121	Jazmin 	3	Girl	2022
1121	Jenaya 	3	Girl	2022
1121	Jiana 	3	Girl	2022
1121	Jodie 	3	Girl	2022
1121	Joury 	3	Girl	2022
1121	Jude 	3	Girl	2022
1121	Julianne 	3	Girl	2022
1121	Kaja 	3	Girl	2022
1121	Kalea 	3	Girl	2022
1121	Kalia 	3	Girl	2022
1121	Kalyna 	3	Girl	2022
1121	Kara 	3	Girl	2022
1121	Karla 	3	Girl	2022
1121	Kassandra 	3	Girl	2022
1121	Kassie 	3	Girl	2022
1121	Katerina 	3	Girl	2022
1121	Kaycee 	3	Girl	2022
1121	Kaydence 	3	Girl	2022
1121	Kaylin 	3	Girl	2022
1121	Keerat 	3	Girl	2022
1121	Kenna 	3	Girl	2022
1121	Kenza	3	Girl	2022
1121	Keren 	3	Girl	2022
1121	Kianna 	3	Girl	2022
1121	Kitana 	3	Girl	2022
1121	Kodi 	3	Girl	2022
1121	Ksenia 	3	Girl	2022
1121	Kudrat 	3	Girl	2022
1121	Kyrah 	3	Girl	2022
1121	Lacey 	3	Girl	2022
1121	Laken 	3	Girl	2022
1121	Laney 	3	Girl	2022
1121	Larissa 	3	Girl	2022
1121	Laurel 	3	Girl	2022
1121	Lea 	3	Girl	2022
1121	Léa 	3	Girl	2022
1121	Lenni 	3	Girl	2022
1121	Lennyx 	3	Girl	2022
1121	Lexa 	3	Girl	2022
1121	Libby 	3	Girl	2022
1121	Lidia	3	Girl	2022
1121	Lilianna 	3	Girl	2022
1121	Lilli 	3	Girl	2022
1121	Lillia 	3	Girl	2022
1121	Locklyn 	3	Girl	2022
1121	Lorelai 	3	Girl	2022
1121	Lorelei 	3	Girl	2022
1121	Love 	3	Girl	2022
1121	Loza 	3	Girl	2022
1121	Luca 	3	Girl	2022
1121	Lucille 	3	Girl	2022
1121	Lujain	3	Girl	2022
1121	Lux 	3	Girl	2022
1121	Lylah 	3	Girl	2022
1121	Maci 	3	Girl	2022
1121	Magdalene 	3	Girl	2022
1121	Maha	3	Girl	2022
1121	Maizie 	3	Girl	2022
1121	Maja 	3	Girl	2022
1121	Makayla	3	Girl	2022
1121	Makena 	3	Girl	2022
1121	Malaya 	3	Girl	2022
1121	Maliya 	3	Girl	2022
1121	Manha 	3	Girl	2022
1121	Manreet 	3	Girl	2022
1121	Marceline 	3	Girl	2022
1121	Mariel	3	Girl	2022
1121	Marin 	3	Girl	2022
1121	Maryn 	3	Girl	2022
1121	Mathilda 	3	Girl	2022
1121	Mattea 	3	Girl	2022
1121	Maverick 	3	Girl	2022
1121	Mavleen 	3	Girl	2022
1121	Mckinley 	3	Girl	2022
1121	Meklit 	3	Girl	2022
1121	Melaher	3	Girl	2022
1121	Memphis 	3	Girl	2022
1121	Meral 	3	Girl	2022
1121	Micaiah 	3	Girl	2022
1121	Milka 	3	Girl	2022
1121	Miral	3	Girl	2022
1121	Misha 	3	Girl	2022
1121	Mishka 	3	Girl	2022
1121	Mona	3	Girl	2022
1121	Munira 	3	Girl	2022
1121	Myrah	3	Girl	2022
1121	Naina	3	Girl	2022
1121	Najma 	3	Girl	2022
1121	Nancy	3	Girl	2022
1121	Nawal 	3	Girl	2022
1121	Nellie 	3	Girl	2022
1121	Nihaal 	3	Girl	2022
1121	Nika	3	Girl	2022
1121	Nikita 	3	Girl	2022
1121	Nikki 	3	Girl	2022
1121	Nila	3	Girl	2022
1121	Niyat 	3	Girl	2022
1121	Noel 	3	Girl	2022
1121	Nura 	3	Girl	2022
1121	Odeya 	3	Girl	2022
1121	Ollie 	3	Girl	2022
1121	Oluwadarasimi 	3	Girl	2022
1121	Oriana 	3	Girl	2022
1121	Orla 	3	Girl	2022
1121	Ozzy 	3	Girl	2022
1121	Paislee 	3	Girl	2022
1121	Paris	3	Girl	2022
1121	Paula 	3	Girl	2022
1121	Pauline 	3	Girl	2022
1121	Petra 	3	Girl	2022
1121	Philippa 	3	Girl	2022
1121	Pia 	3	Girl	2022
1121	Pranshi 	3	Girl	2022
1121	Precious 	3	Girl	2022
1121	Raelyn 	3	Girl	2022
1121	Raiya 	3	Girl	2022
1121	Rawan 	3	Girl	2022
1121	Rayah 	3	Girl	2022
1121	Raylene	3	Girl	2022
1121	Razan	3	Girl	2022
1121	Reejh	3	Girl	2022
1121	Reet 	3	Girl	2022
1121	Regina 	3	Girl	2022
1121	Ren 	3	Girl	2022
1121	Renn 	3	Girl	2022
1121	Renna 	3	Girl	2022
1121	Reyna 	3	Girl	2022
1121	Rhema	3	Girl	2022
1121	Rhys 	3	Girl	2022
1121	Riverlyn 	3	Girl	2022
1121	Romi 	3	Girl	2022
1121	Rosalia	3	Girl	2022
1121	Rosanne 	3	Girl	2022
1121	Ruhani 	3	Girl	2022
1121	Rumaysa	3	Girl	2022
1121	Ryla 	3	Girl	2022
1121	Ryley 	3	Girl	2022
1121	Saanjh 	3	Girl	2022
1121	Safiya 	3	Girl	2022
1121	Safiyya 	3	Girl	2022
1121	Saja	3	Girl	2022
1121	Salem 	3	Girl	2022
1121	Sama 	3	Girl	2022
1121	Samaira	3	Girl	2022
1121	Samira 	3	Girl	2022
1121	Sanaa 	3	Girl	2022
1121	Sedona 	3	Girl	2022
1121	Selam 	3	Girl	2022
1121	Sena 	3	Girl	2022
1121	Shanvi	3	Girl	2022
1121	Shayana 	3	Girl	2022
1121	Silvia 	3	Girl	2022
1121	Simona 	3	Girl	2022
1121	Siya	3	Girl	2022
1121	Spencer 	3	Girl	2022
1121	Star 	3	Girl	2022
1121	Sumayyah 	3	Girl	2022
1121	Sunday 	3	Girl	2022
1121	Susie 	3	Girl	2022
1121	Syeda 	3	Girl	2022
1121	Tahlia 	3	Girl	2022
1121	Tali 	3	Girl	2022
1121	Taliya 	3	Girl	2022
1121	Talya 	3	Girl	2022
1121	Tasha	3	Girl	2022
1121	Taya 	3	Girl	2022
1121	Temiloluwa 	3	Girl	2022
1121	Theia 	3	Girl	2022
1121	Tinsley 	3	Girl	2022
1121	Trudy	3	Girl	2022
1121	Tyler 	3	Girl	2022
1121	Venice 	3	Girl	2022
1121	Veronika 	3	Girl	2022
1121	Vianna	3	Girl	2022
1121	Vivien 	3	Girl	2022
1121	Walker 	3	Girl	2022
1121	Wilhelmina 	3	Girl	2022
1121	Winry 	3	Girl	2022
1121	Winslet 	3	Girl	2022
1121	Wrenly 	3	Girl	2022
1121	Xena	3	Girl	2022
1121	Yanet 	3	Girl	2022
1121	Yostina 	3	Girl	2022
1121	Ysabelle 	3	Girl	2022
1121	Yuri 	3	Girl	2022
1121	Yvette 	3	Girl	2022
1121	Zadie 	3	Girl	2022
1121	Zayla 	3	Girl	2022
1121	Zaylee 	3	Girl	2022
1121	Zeynep	3	Girl	2022
1121	Zhavia 	3	Girl	2022
1121	Ziana 	3	Girl	2022
1121	Zola 	3	Girl	2022
1121	Zyla 	3	Girl	2022
1469	Aaila 	2	Girl	2022
1469	Aanaya 	2	Girl	2022
1469	Aarohi	2	Girl	2022
1469	Aarza 	2	Girl	2022
1469	Abeeha	2	Girl	2022
1469	Abeerah 	2	Girl	2022
1469	Abifoluwa 	2	Girl	2022
1469	Abrar 	2	Girl	2022
1469	Acacia 	2	Girl	2022
1469	Acadia 	2	Girl	2022
1469	Acelynn 	2	Girl	2022
1469	Adah 	2	Girl	2022
1469	Adalie 	2	Girl	2022
1469	Adalyne 	2	Girl	2022
1469	Addilynn 	2	Girl	2022
1469	Addy 	2	Girl	2022
1469	Adelaine	2	Girl	2022
1469	Adira 	2	Girl	2022
1469	Aditi	2	Girl	2022
1469	Adlee 	2	Girl	2022
1469	Adriana 	2	Girl	2022
1469	Adriel 	2	Girl	2022
1469	Advaita	2	Girl	2022
1469	Aela 	2	Girl	2022
1469	Aella 	2	Girl	2022
1469	Afrata 	2	Girl	2022
1469	Aganetha	2	Girl	2022
1469	Agatha 	2	Girl	2022
1469	Ailyn	2	Girl	2022
1469	Aimee 	2	Girl	2022
1469	Áine 	2	Girl	2022
1469	Aisling 	2	Girl	2022
1469	Aitana 	2	Girl	2022
1469	Aizah	2	Girl	2022
1469	Aizal	2	Girl	2022
1469	Ajuni 	2	Girl	2022
1469	Akari 	2	Girl	2022
1469	Akasha 	2	Girl	2022
1469	Aklesia	2	Girl	2022
1469	Ala	2	Girl	2022
1469	Alainah 	2	Girl	2022
1469	Aleah 	2	Girl	2022
1469	Alessandra 	2	Girl	2022
1469	Alexandrea 	2	Girl	2022
1469	Alexi 	2	Girl	2022
1469	Alida 	2	Girl	2022
1469	Aline 	2	Girl	2022
1469	Aliyanna 	2	Girl	2022
1469	Allayah 	2	Girl	2022
1469	Allie 	2	Girl	2022
1469	Almaas	2	Girl	2022
1469	Alycia 	2	Girl	2022
1469	Alysia 	2	Girl	2022
1469	Alyx 	2	Girl	2022
1469	Amaal	2	Girl	2022
1469	Amaia 	2	Girl	2022
1469	Amália 	2	Girl	2022
1469	Amany 	2	Girl	2022
1469	Amberly 	2	Girl	2022
1469	Ambreen 	2	Girl	2022
1469	Amie 	2	Girl	2022
1469	Amilah 	2	Girl	2022
1469	Amrose	2	Girl	2022
1469	Anaahat 	2	Girl	2022
1469	Anabia	2	Girl	2022
1469	Anaira 	2	Girl	2022
1469	Anais	2	Girl	2022
1469	Anam 	2	Girl	2022
1469	Ananya	2	Girl	2022
1469	Andromeda 	2	Girl	2022
1469	Anessa 	2	Girl	2022
1469	Angelica 	2	Girl	2022
1469	Anisah 	2	Girl	2022
1469	Anisha 	2	Girl	2022
1469	Anja 	2	Girl	2022
1469	Annalisa 	2	Girl	2022
1469	Annalyn 	2	Girl	2022
1469	Anna-Maria 	2	Girl	2022
1469	Annelie 	2	Girl	2022
1469	Annistyn 	2	Girl	2022
1469	Anouk 	2	Girl	2022
1469	Antonella 	2	Girl	2022
1469	Aqsa 	2	Girl	2022
1469	Araya 	2	Girl	2022
1469	Arden 	2	Girl	2022
1469	Areeba 	2	Girl	2022
1469	Arika	2	Girl	2022
1469	Arista 	2	Girl	2022
1469	Arjoi	2	Girl	2022
1469	Arlet 	2	Girl	2022
1469	Armani 	2	Girl	2022
1469	Arrietty 	2	Girl	2022
1469	Arsema 	2	Girl	2022
1469	Arshiya 	2	Girl	2022
1469	Arzoyi 	2	Girl	2022
1469	Aseel	2	Girl	2022
1469	Ashton 	2	Girl	2022
1469	Asis 	2	Girl	2022
1469	Asmaa 	2	Girl	2022
1469	Asra	2	Girl	2022
1469	Asya	2	Girl	2022
1469	Atara 	2	Girl	2022
1469	Athalia 	2	Girl	2022
1469	Auden 	2	Girl	2022
1469	Audrina 	2	Girl	2022
1469	Augustine 	2	Girl	2022
1469	Aura 	2	Girl	2022
1469	Avalynn 	2	Girl	2022
1469	Avalynne 	2	Girl	2022
1469	Avanya	2	Girl	2022
1469	Avaya 	2	Girl	2022
1469	Avelyn 	2	Girl	2022
1469	Aven 	2	Girl	2022
1469	Aviella 	2	Girl	2022
1469	Aviendha 	2	Girl	2022
1469	Avila 	2	Girl	2022
1469	Aviyanna 	2	Girl	2022
1469	Avneet 	2	Girl	2022
1469	Avril 	2	Girl	2022
1469	Ayan 	2	Girl	2022
1469	Ayasofia	2	Girl	2022
1469	Ayna 	2	Girl	2022
1469	Azalia	2	Girl	2022
1469	Azariah 	2	Girl	2022
1469	Bahja 	2	Girl	2022
1469	Bani 	2	Girl	2022
1469	Batul 	2	Girl	2022
1469	Baylee 	2	Girl	2022
1469	Béatrice 	2	Girl	2022
1469	Beaux 	2	Girl	2022
1469	Bellami 	2	Girl	2022
1469	Betiel 	2	Girl	2022
1469	Bexleigh 	2	Girl	2022
1469	Bibi 	2	Girl	2022
1469	Blanche 	2	Girl	2022
1469	Blessing 	2	Girl	2022
1469	Blossom 	2	Girl	2022
1469	Bobbi 	2	Girl	2022
1469	Bobby 	2	Girl	2022
1469	Breanna 	2	Girl	2022
1469	Brenna 	2	Girl	2022
1469	Brexlee 	2	Girl	2022
1469	Brierley 	2	Girl	2022
1469	Brighten 	2	Girl	2022
1469	Brighton 	2	Girl	2022
1469	Bristol 	2	Girl	2022
1469	Bryar 	2	Girl	2022
1469	Bryce 	2	Girl	2022
1469	Bryony 	2	Girl	2022
1469	Caitlin 	2	Girl	2022
1469	Caitlyn 	2	Girl	2022
1469	Caleigh 	2	Girl	2022
1469	Calia 	2	Girl	2022
1469	Callaway 	2	Girl	2022
1469	Camdyn 	2	Girl	2022
1469	Camie	2	Girl	2022
1469	Camina 	2	Girl	2022
1469	Capri 	2	Girl	2022
1469	Carissa	2	Girl	2022
1469	Carla	2	Girl	2022
1469	Carlie 	2	Girl	2022
1469	Carlyn 	2	Girl	2022
1469	Carolina 	2	Girl	2022
1469	Carolyn 	2	Girl	2022
1469	Carys 	2	Girl	2022
1469	Cataleya 	2	Girl	2022
1469	Caterina 	2	Girl	2022
1469	Cazzie 	2	Girl	2022
1469	Cece 	2	Girl	2022
1469	Celestine 	2	Girl	2022
1469	Chanel 	2	Girl	2022
1469	Channah 	2	Girl	2022
1469	Chidinma 	2	Girl	2022
1469	Chihiro 	2	Girl	2022
1469	Chikaima 	2	Girl	2022
1469	Cindy	2	Girl	2022
1469	Clarice 	2	Girl	2022
1469	Colby 	2	Girl	2022
1469	Cooper 	2	Girl	2022
1469	Coral 	2	Girl	2022
1469	Cove 	2	Girl	2022
1469	Danae 	2	Girl	2022
1469	Danya 	2	Girl	2022
1469	Darine	2	Girl	2022
1469	Darlene 	2	Girl	2022
1469	Darya 	2	Girl	2022
1469	Dayana	2	Girl	2022
1469	Debbie 	2	Girl	2022
1469	Deeva	2	Girl	2022
1469	Deja 	2	Girl	2022
1469	Demiana 	2	Girl	2022
1469	Denali 	2	Girl	2022
1469	Dhriti	2	Girl	2022
1469	Dhruhi 	2	Girl	2022
1469	Dianna 	2	Girl	2022
1469	Dilreet	2	Girl	2022
1469	Dimyana	2	Girl	2022
1469	Dion 	2	Girl	2022
1469	Dior	2	Girl	2022
1469	Divine 	2	Girl	2022
1469	Divora	2	Girl	2022
1469	Divya	2	Girl	2022
1469	Dottie 	2	Girl	2022
1469	Dreya 	2	Girl	2022
1469	Eanna	2	Girl	2022
1469	Eevie 	2	Girl	2022
1469	Effie 	2	Girl	2022
1469	Eila 	2	Girl	2022
1469	Eiza 	2	Girl	2022
1469	Ela 	2	Girl	2022
1469	Elaf 	2	Girl	2022
1469	Elanor 	2	Girl	2022
1469	Elaya	2	Girl	2022
1469	Elayne 	2	Girl	2022
1469	Eleanora 	2	Girl	2022
1469	Eleen 	2	Girl	2022
1469	Eleena 	2	Girl	2022
1469	Éléonore 	2	Girl	2022
1469	Elham 	2	Girl	2022
1469	Elim 	2	Girl	2022
1469	Elin 	2	Girl	2022
1469	Elinor 	2	Girl	2022
1469	Élise 	2	Girl	2022
1469	Elissa 	2	Girl	2022
1469	Elizah 	2	Girl	2022
1469	Ella-Rose 	2	Girl	2022
1469	Ellora 	2	Girl	2022
1469	Ellowyn 	2	Girl	2022
1469	Élodie 	2	Girl	2022
1469	Elsbeth 	2	Girl	2022
1469	Elysia 	2	Girl	2022
1469	Elyssa 	2	Girl	2022
1469	Emberlee 	2	Girl	2022
1469	Emelyn 	2	Girl	2022
1469	Emerly 	2	Girl	2022
1469	Emersynn 	2	Girl	2022
1469	Emi 	2	Girl	2022
1469	Emiliana	2	Girl	2022
1469	Emilija 	2	Girl	2022
1469	Emmalia 	2	Girl	2022
1469	Emmanuella	2	Girl	2022
1469	Emmanuelle 	2	Girl	2022
1469	Emmylou 	2	Girl	2022
1469	Emsley 	2	Girl	2022
1469	Enayat 	2	Girl	2022
1469	Eris 	2	Girl	2022
1469	Erum	2	Girl	2022
1469	Erza	2	Girl	2022
1469	Esmeralda 	2	Girl	2022
1469	Ethel 	2	Girl	2022
1469	Evalina 	2	Girl	2022
1469	Evelyne 	2	Girl	2022
1469	Ever 	2	Girl	2022
1469	Everlie 	2	Girl	2022
1469	Everlyn	2	Girl	2022
1469	Everlynn 	2	Girl	2022
1469	Ezlynn 	2	Girl	2022
1469	Ezri 	2	Girl	2022
1469	Falon 	2	Girl	2022
1469	Farrah 	2	Girl	2022
1469	Farren 	2	Girl	2022
1469	Faryal	2	Girl	2022
1469	Fatema 	2	Girl	2022
1469	Fatimata	2	Girl	2022
1469	Fenan 	2	Girl	2022
1469	Firdaus 	2	Girl	2022
1469	Fletcher 	2	Girl	2022
1469	Franki 	2	Girl	2022
1469	Freja 	2	Girl	2022
1469	Ganieve	2	Girl	2022
1469	Genesis 	2	Girl	2022
1469	Geneviève 	2	Girl	2022
1469	Georgiana 	2	Girl	2022
1469	Giada 	2	Girl	2022
1469	Gina 	2	Girl	2022
1469	Girl	2	Girl	2022
1469	Gray 	2	Girl	2022
1469	Guinevere 	2	Girl	2022
1469	Guneev 	2	Girl	2022
1469	Gurasees 	2	Girl	2022
1469	Gurleen	2	Girl	2022
1469	Gurmeher 	2	Girl	2022
1469	Gurrehmat 	2	Girl	2022
1469	Gursirat	2	Girl	2022
1469	Habiba 	2	Girl	2022
1469	Haddie 	2	Girl	2022
1469	Hadiya	2	Girl	2022
1469	Haidyn 	2	Girl	2022
1469	Hailie 	2	Girl	2022
1469	Hanan 	2	Girl	2022
1469	Harleigh 	2	Girl	2022
1469	Harneet 	2	Girl	2022
1469	Havyn 	2	Girl	2022
1469	Haylee 	2	Girl	2022
1469	Hazelee 	2	Girl	2022
1469	Hemen 	2	Girl	2022
1469	Hikma 	2	Girl	2022
1469	Hilary 	2	Girl	2022
1469	Himmat 	2	Girl	2022
1469	Hollis 	2	Girl	2022
1469	Hoor	2	Girl	2022
1469	Hosanna 	2	Girl	2022
1469	Hudsyn 	2	Girl	2022
1469	Inaam 	2	Girl	2022
1469	Inarah	2	Girl	2022
1469	Indigo 	2	Girl	2022
1469	Individual 	2	Girl	2022
1469	Ingrid 	2	Girl	2022
1469	Inioluwa 	2	Girl	2022
1469	Iremide 	2	Girl	2022
1469	Ireoluwa 	2	Girl	2022
1469	Isley 	2	Girl	2022
1469	Israa 	2	Girl	2022
1469	Ivanna 	2	Girl	2022
1469	Iyana	2	Girl	2022
1469	Izabela 	2	Girl	2022
1469	Izzah	2	Girl	2022
1469	Jacklyn 	2	Girl	2022
1469	Jada 	2	Girl	2022
1469	Jael 	2	Girl	2022
1469	Jaelyn 	2	Girl	2022
1469	Janae 	2	Girl	2022
1469	Janah 	2	Girl	2022
1469	Janessa 	2	Girl	2022
1469	Janie 	2	Girl	2022
1469	Janiyah 	2	Girl	2022
1469	Japgun	2	Girl	2022
1469	Japnoor	2	Girl	2022
1469	Jasnoor 	2	Girl	2022
1469	Jasper	2	Girl	2022
1469	Jaylen 	2	Girl	2022
1469	Jayna 	2	Girl	2022
1469	Jean 	2	Girl	2022
1469	Jenaiah 	2	Girl	2022
1469	Jennie 	2	Girl	2022
1469	Jensen 	2	Girl	2022
1469	Jerrica 	2	Girl	2022
1469	Jersey 	2	Girl	2022
1469	Jessa 	2	Girl	2022
1469	Jessie 	2	Girl	2022
1469	Jetta 	2	Girl	2022
1469	Jiyana 	2	Girl	2022
1469	Joan 	2	Girl	2022
1469	Jody 	2	Girl	2022
1469	Joey 	2	Girl	2022
1469	Johana 	2	Girl	2022
1469	Johane 	2	Girl	2022
1469	Jolie 	2	Girl	2022
1469	Jood 	2	Girl	2022
1469	Jordynn 	2	Girl	2022
1469	Joséphine 	2	Girl	2022
1469	Jouri	2	Girl	2022
1469	Journey 	2	Girl	2022
1469	Joya 	2	Girl	2022
1469	Juanita 	2	Girl	2022
1469	Judea 	2	Girl	2022
1469	Julieta	2	Girl	2022
1469	Kaelyn 	2	Girl	2022
1469	Kaida 	2	Girl	2022
1469	Kailani 	2	Girl	2022
1469	Kailee 	2	Girl	2022
1469	Kalani 	2	Girl	2022
1469	Kalee 	2	Girl	2022
1469	Kalisa	2	Girl	2022
1469	Kalista 	2	Girl	2022
1469	Kamari 	2	Girl	2022
1469	Kamilla	2	Girl	2022
1469	Kamsiyochukwu 	2	Girl	2022
1469	Kari 	2	Girl	2022
1469	Katalia 	2	Girl	2022
1469	Kavleen 	2	Girl	2022
1469	Kay 	2	Girl	2022
1469	Kayleen 	2	Girl	2022
1469	Kayra 	2	Girl	2022
1469	Keana 	2	Girl	2022
1469	Keeley 	2	Girl	2022
1469	Keely 	2	Girl	2022
1469	Kelly 	2	Girl	2022
1469	Kenley 	2	Girl	2022
1469	Keturah 	2	Girl	2022
1469	Keyanna 	2	Girl	2022
1469	Khadeejah 	2	Girl	2022
1469	Khaleesi 	2	Girl	2022
1469	Khivi 	2	Girl	2022
1469	Kiersten 	2	Girl	2022
1469	Kimberley 	2	Girl	2022
1469	Kingsley 	2	Girl	2022
1469	Kinsleigh 	2	Girl	2022
1469	Kinzley 	2	Girl	2022
1469	Kirat	2	Girl	2022
1469	Kiriana	2	Girl	2022
1469	Kiyansha	2	Girl	2022
1469	Koah 	2	Girl	2022
1469	Kona 	2	Girl	2022
1469	Kora 	2	Girl	2022
1469	Kori 	2	Girl	2022
1469	Kosisochukwu 	2	Girl	2022
1469	Kristen 	2	Girl	2022
1469	Kristy 	2	Girl	2022
1469	Krystelle	2	Girl	2022
1469	Kya 	2	Girl	2022
1469	Kylee 	2	Girl	2022
1469	Laena	2	Girl	2022
1469	Laine 	2	Girl	2022
1469	Lakelynn 	2	Girl	2022
1469	Larkin 	2	Girl	2022
1469	Lavinia 	2	Girl	2022
1469	Layana	2	Girl	2022
1469	Layna 	2	Girl	2022
1469	Laynee 	2	Girl	2022
1469	Lazza 	2	Girl	2022
1469	Lennan 	2	Girl	2022
1469	Lenore 	2	Girl	2022
1469	Lillianna 	2	Girl	2022
1469	Lillie 	2	Girl	2022
1469	Lilly-Anne 	2	Girl	2022
1469	Lilya	2	Girl	2022
1469	Linden 	2	Girl	2022
1469	Lindsay 	2	Girl	2022
1469	Lindy 	2	Girl	2022
1469	Linnéa 	2	Girl	2022
1469	Lívia	2	Girl	2022
1469	Livy 	2	Girl	2022
1469	Liza	2	Girl	2022
1469	Loa	2	Girl	2022
1469	Lochlyn 	2	Girl	2022
1469	Lois 	2	Girl	2022
1469	Lorraine 	2	Girl	2022
